"kD" "kA" "DF"
0.25 0.4675 0.112743364750024
0.2525 0.4675 0.111811527896761
0.255 0.4675 0.110893743944729
0.2575 0.4675 0.109989735802402
0.26 0.4675 0.109099231609421
0.2625 0.4675 0.108221964760481
0.265 0.4675 0.107357673911681
0.2675 0.4675 0.106506102971593
0.27 0.4675 0.105667001079041
0.2725 0.4675 0.104840122569376
0.275 0.4675 0.104025226930815
0.2775 0.4675 0.103222078752238
0.28 0.4675 0.102430447663698
0.2825 0.4675 0.10165010827073
0.285 0.4675 0.100880840083443
0.2875 0.4675 0.100122427441268
0.29 0.4675 0.0993746594341068
0.2925 0.4675 0.098637329820594
0.295 0.4675 0.0979102369440399
0.2975 0.4675 0.0971931836466076
0.3 0.4675 0.0964859771821827
0.3025 0.4675 0.0957884291283441
0.305 0.4675 0.0951003552978161
0.3075 0.4675 0.0944215756496938
0.31 0.4675 0.0937519142007408
0.3125 0.4675 0.0930911989369952
0.315 0.4675 0.0924392617258918
0.3175 0.4675 0.0917959382290887
0.32 0.4675 0.0911610678161537
0.3225 0.4675 0.0905344934792472
0.325 0.4675 0.0899160617489153
0.3275 0.4675 0.0893056226110951
0.33 0.4675 0.0887030294254095
0.3325 0.4675 0.0881081388448174
0.335 0.4675 0.0875208107366945
0.3375 0.4675 0.0869409081053519
0.34 0.4675 0.0863682970160701
0.3425 0.4675 0.0858028465206333
0.345 0.4675 0.0852444285844258
0.3475 0.4675 0.0846929180150583
0.35 0.4675 0.0841481923925598
0.3525 0.4675 0.0836101320011304
0.355 0.4675 0.0830786197624346
0.3575 0.4675 0.0825535411704505
0.36 0.4675 0.0820347842278475
0.3625 0.4675 0.0815222393838824
0.365 0.4675 0.0810157994737952
0.3675 0.4675 0.0805153596596951
0.37 0.4675 0.0800208173728952
0.3725 0.4675 0.0795320722576938
0.375 0.4675 0.0790490261165675
0.3775 0.4675 0.0785715828567526
0.38 0.4675 0.0780996484381914
0.3825 0.4675 0.0776331308228078
0.385 0.4675 0.0771719399251003
0.3875 0.4675 0.0767159875640116
0.39 0.4675 0.0762651874160494
0.3925 0.4675 0.0758194549696348
0.395 0.4675 0.0753787074806477
0.3975 0.4675 0.0749428639291389
0.4 0.4675 0.0745118449771863
0.4025 0.4675 0.0740855729278598
0.405 0.4675 0.0736639716852754
0.4075 0.4675 0.0732469667157061
0.41 0.4675 0.0728344850097258
0.4125 0.4675 0.0724264550453546
0.415 0.4675 0.0720228067521897
0.4175 0.4675 0.0716234714764812
0.42 0.4675 0.071228381947144
0.4225 0.4675 0.0708374722426682
0.425 0.4675 0.0704506777589115
0.4275 0.4675 0.0700679351777459
0.43 0.4675 0.0696891824365361
0.4325 0.4675 0.0693143586984323
0.435 0.4675 0.0689434043234413
0.4375 0.4675 0.0685762608402756
0.44 0.4675 0.0682128709189379
0.4425 0.4675 0.0678531783440327
0.445 0.4675 0.0674971279887844
0.4475 0.4675 0.0671446657897378
0.45 0.4675 0.066795738722122
0.4525 0.4675 0.0664502947758671
0.455 0.4675 0.066108282932244
0.4575 0.4675 0.065769653141119
0.46 0.4675 0.0654343562987987
0.4625 0.4675 0.0651023442264594
0.465 0.4675 0.0647735696491285
0.4675 0.4675 0.0644479861752175
0.47 0.4675 0.0641255482765854
0.4725 0.4675 0.0638062112691133
0.475 0.4675 0.0634899312937822
0.4775 0.4675 0.0631766652982407
0.48 0.4675 0.0628663710188346
0.4825 0.4675 0.0625590069631151
0.485 0.4675 0.0622545323927721
0.4875 0.4675 0.0619529073070191
0.49 0.4675 0.0616540924263922
0.4925 0.4675 0.0613580491769603
0.495 0.4675 0.0610647396749363
0.4975 0.4675 0.0607741267116738
0.5 0.4675 0.0604861737390424
0.0025 0.47 8.63009884317002e-06
0.005 0.47 1.10014479228804e-05
0.0075 0.47 1.42335910607163e-05
0.01 0.47 1.86237347318162e-05
0.0125 0.47 2.45775678296832e-05
0.015 0.47 3.26490813578348e-05
0.0175 0.47 4.35953621581711e-05
0.02 0.47 5.84520531763411e-05
0.0225 0.47 7.86373540773272e-05
0.025 0.47 0.000106095444355926
0.0275 0.47 0.00014349434421365
0.03 0.47 0.000194498872939197
0.0325 0.47 0.000264147001863971
0.035 0.47 0.000359368086392436
0.0375 0.47 0.000489694751104777
0.04 0.47 0.000668236924422351
0.0425 0.47 0.000913006291880887
0.045 0.47 0.00124870012948852
0.0475 0.47 0.001709069181168
0.05 0.47 0.00233999151952837
0.0525 0.47 0.003203325859022
0.055 0.47 0.00438147302341825
0.0575 0.47 0.00598224952037292
0.06 0.47 0.00814305660829083
0.0625 0.47 0.0110323078683608
0.065 0.47 0.0148447161227668
0.0675 0.47 0.0197858746947198
0.07 0.47 0.0260419904984829
0.0725 0.47 0.033734689824186
0.075 0.47 0.0428694209330912
0.0775 0.47 0.0532957261692593
0.08 0.47 0.0647004267500547
0.0825 0.47 0.0766442326779108
0.085 0.47 0.0886324882045139
0.0875 0.47 0.100194967944715
0.09 0.47 0.110948541617848
0.0925 0.47 0.120628749743045
0.095 0.47 0.129091453553918
0.0975 0.47 0.136294766803838
0.1 0.47 0.142272759493944
0.1025 0.47 0.14710922739718
0.105 0.47 0.150915790766699
0.1075 0.47 0.153815587537207
0.11 0.47 0.155932181228847
0.1125 0.47 0.157382657983026
0.115 0.47 0.158273798838406
0.1175 0.47 0.158700366222493
0.12 0.47 0.158744762353199
0.1225 0.47 0.158477522902289
0.125 0.47 0.157958275483131
0.1275 0.47 0.157236916878682
0.13 0.47 0.156354851783168
0.1325 0.47 0.155346197374907
0.135 0.47 0.154238899613857
0.1375 0.47 0.153055734566515
0.14 0.47 0.151815185613938
0.1425 0.47 0.150532198199446
0.145 0.47 0.149218820017014
0.1475 0.47 0.147884737765785
0.15 0.47 0.146537722867014
0.1525 0.47 0.145183998589956
0.155 0.47 0.143828540361283
0.1575 0.47 0.142475319972084
0.16 0.47 0.141127503165709
0.1625 0.47 0.139787608827336
0.165 0.47 0.138457636785855
0.1675 0.47 0.137139170127265
0.17 0.47 0.135833456928479
0.1725 0.47 0.134541475457671
0.175 0.47 0.133263986148756
0.1775 0.47 0.132001573034375
0.18 0.47 0.1307546768021
0.1825 0.47 0.129523621209668
0.185 0.47 0.128308634244181
0.1875 0.47 0.127109865125432
0.19 0.47 0.125927398023969
0.1925 0.47 0.124761263180651
0.195 0.47 0.123611445968013
0.1975 0.47 0.122477894317696
0.2 0.47 0.12136052484665
0.2025 0.47 0.12025922794286
0.205 0.47 0.119173872014991
0.2075 0.47 0.118104307066382
0.21 0.47 0.117050367719482
0.2125 0.47 0.116011875790201
0.215 0.47 0.114988642490884
0.2175 0.47 0.113980470324519
0.22 0.47 0.112987154720286
0.2225 0.47 0.112008485450754
0.225 0.47 0.111044247863449
0.2275 0.47 0.110094223953532
0.23 0.47 0.109158193299637
0.2325 0.47 0.108235933881166
0.235 0.47 0.107327222792423
0.2375 0.47 0.106431836866544
0.24 0.47 0.105549553220273
0.2425 0.47 0.104680149729068
0.245 0.47 0.103823405440702
0.2475 0.47 0.102979100934471
0.25 0.47 0.102147018632214
0.2525 0.47 0.101326943066565
0.255 0.47 0.10051866111124
0.2575 0.47 0.099721962177576
0.26 0.47 0.0989366383810636
0.2625 0.47 0.0981624846812125
0.265 0.47 0.0973992989976883
0.2675 0.47 0.096646882305367
0.27 0.47 0.0959050387106564
0.2725 0.47 0.0951735755111824
0.275 0.47 0.0944523032407214
0.2775 0.47 0.0937410357010521
0.28 0.47 0.0930395899822394
0.2825 0.47 0.0923477864726913
0.285 0.47 0.0916654488601957
0.2875 0.47 0.0909924041250199
0.29 0.47 0.0903284825260408
0.2925 0.47 0.0896735175807748
0.295 0.47 0.0890273460400832
0.2975 0.47 0.0883898078582521
0.3 0.47 0.0877607461590703
0.3025 0.47 0.0871400071984661
0.305 0.47 0.0865274403242003
0.3075 0.47 0.085922897933063
0.31 0.47 0.0853262354259812
0.3125 0.47 0.0847373111613855
0.315 0.47 0.0841559864071624
0.3175 0.47 0.0835821252914743
0.32 0.47 0.0830155947526987
0.3225 0.47 0.0824562644887199
0.325 0.47 0.0819040069057656
0.3275 0.47 0.0813586970669685
0.33 0.47 0.0808202126408197
0.3325 0.47 0.080288433849638
0.335 0.47 0.079763243418188
0.3375 0.47 0.07924452652256
0.34 0.47 0.0787321707393854
0.3425 0.47 0.0782260659955005
0.345 0.47 0.0777261045181033
0.3475 0.47 0.0772321807854812
0.35 0.47 0.0767441914783609
0.3525 0.47 0.0762620354319183
0.355 0.47 0.075785613588502
0.3575 0.47 0.0753148289510818
0.36 0.47 0.074849586537475
0.3625 0.47 0.074389793335348
0.365 0.47 0.0739353582580283
0.3675 0.47 0.073486192101123
0.37 0.47 0.0730422074999784
0.3725 0.47 0.0726033188879564
0.375 0.47 0.0721694424555585
0.3775 0.47 0.0717404961103796
0.38 0.47 0.0713163994379069
0.3825 0.47 0.0708970736631424
0.385 0.47 0.070482441613058
0.3875 0.47 0.0700724276798762
0.39 0.47 0.069666957785162
0.3925 0.47 0.0692659593447185
0.395 0.47 0.0688693612342825
0.3975 0.47 0.0684770937560082
0.4 0.47 0.0680890886057149
0.4025 0.47 0.0677052788409094
0.405 0.47 0.0673255988495502
0.4075 0.47 0.066949984319549
0.41 0.47 0.0665783722090022
0.4125 0.47 0.0662107007171224
0.415 0.47 0.0658469092558793
0.4175 0.47 0.0654869384223109
0.42 0.47 0.0651307299715087
0.4225 0.47 0.0647782267902634
0.425 0.47 0.0644293728713378
0.4275 0.47 0.0640841132883829
0.43 0.47 0.063742394171451
0.4325 0.47 0.0634041626831192
0.435 0.47 0.063069366995194
0.4375 0.47 0.062737956265987
0.44 0.47 0.0624098806181517
0.4425 0.47 0.0620850911170625
0.445 0.47 0.0617635397497276
0.4475 0.47 0.0614451794042202
0.45 0.47 0.061129963849619
0.4525 0.47 0.0608178477164384
0.455 0.47 0.0605087864775435
0.4575 0.47 0.0602027364295347
0.46 0.47 0.0598996546745918
0.4625 0.47 0.0595994991027608
0.465 0.47 0.0593022283746812
0.4675 0.47 0.0590078019047335
0.47 0.47 0.0587161798446032
0.4725 0.47 0.058427323067247
0.475 0.47 0.0581411931512488
0.4775 0.47 0.0578577523655641
0.48 0.47 0.0575769636546321
0.4825 0.47 0.0572987906238541
0.485 0.47 0.0570231975254223
0.4875 0.47 0.056750149244497
0.49 0.47 0.0564796112857174
0.4925 0.47 0.0562115497600404
0.495 0.47 0.0559459313718943
0.4975 0.47 0.0556827234066496
0.5 0.47 0.0554218937183839
0.0025 0.4725 8.69263691448872e-06
0.005 0.4725 1.08973424196444e-05
0.0075 0.4725 1.38317862886117e-05
0.01 0.4725 1.77264711287599e-05
0.0125 0.4725 2.28888979281557e-05
0.015 0.4725 2.97294560502981e-05
0.0175 0.4725 3.87962408274983e-05
0.02 0.4725 5.08219133435972e-05
0.0225 0.4725 6.67868134160666e-05
0.025 0.4725 8.80040156641252e-05
0.0275 0.4725 0.00011623400707319
0.03 0.4725 0.000153839325398646
0.0325 0.4725 0.000203993032658549
0.035 0.4725 0.000270959543031585
0.0375 0.4725 0.000360472328878447
0.04 0.4725 0.000480240595793128
0.0425 0.4725 0.000640626172462615
0.045 0.4725 0.00085554217570286
0.0475 0.4725 0.00114363507165498
0.05 0.4725 0.00152981817942615
0.0525 0.4725 0.00204722039733155
0.055 0.4725 0.00273958550374816
0.0575 0.4725 0.00366408107190903
0.06 0.4725 0.00489431395128028
0.0625 0.4725 0.00652304949706213
0.065 0.4725 0.00866364354470005
0.0675 0.4725 0.0114485217699876
0.07 0.4725 0.0150223495461167
0.0725 0.4725 0.0195273240460601
0.075 0.4725 0.0250791675370758
0.0775 0.4725 0.0317357444473336
0.08 0.4725 0.0394654168934873
0.0825 0.4725 0.0481266537494639
0.085 0.4725 0.0574699684166713
0.0875 0.4725 0.0671660535569544
0.09 0.4725 0.0768531547625711
0.0925 0.4725 0.0861888595482127
0.095 0.4725 0.0948912770114697
0.0975 0.4725 0.102761173596882
0.1 0.4725 0.109685003545119
0.1025 0.4725 0.115624337757279
0.105 0.4725 0.120598632814249
0.1075 0.4725 0.124666911743136
0.11 0.4725 0.127911653297757
0.1125 0.4725 0.13042622711662
0.115 0.4725 0.132305965719427
0.1175 0.4725 0.133642355364713
0.12 0.4725 0.134519636354805
0.1225 0.4725 0.13501313135365
0.125 0.4725 0.135188737158466
0.1275 0.4725 0.135103150333818
0.13 0.4725 0.134804518395728
0.1325 0.4725 0.134333305460894
0.135 0.4725 0.13372323419918
0.1375 0.4725 0.133002218193394
0.14 0.4725 0.132193234957382
0.1425 0.4725 0.131315114060056
0.145 0.4725 0.130383230444752
0.1475 0.4725 0.129410102715672
0.15 0.4725 0.12840590179454
0.1525 0.4725 0.127378878296134
0.155 0.4725 0.126335718187616
0.1575 0.4725 0.125281836441323
0.16 0.4725 0.124221617907539
0.1625 0.4725 0.123158613816193
0.165 0.4725 0.12209570135315
0.1675 0.4725 0.121035212765472
0.17 0.4725 0.119979039500051
0.1725 0.4725 0.118928716009296
0.175 0.4725 0.1178854870832
0.1775 0.4725 0.11685036189361
0.18 0.4725 0.115824157360698
0.1825 0.4725 0.114807532965759
0.185 0.4725 0.113801018729301
0.1875 0.4725 0.112805037738387
0.19 0.4725 0.111819924332738
0.1925 0.4725 0.110845938835514
0.195 0.4725 0.10988327953396
0.1975 0.4725 0.108932092469607
0.2 0.4725 0.107992479481275
0.2025 0.4725 0.107064504851317
0.205 0.4725 0.106148200831851
0.2075 0.4725 0.105243572269465
0.21 0.4725 0.104350600500853
0.2125 0.4725 0.103469246655723
0.215 0.4725 0.102599454474879
0.2175 0.4725 0.101741152729115
0.22 0.4725 0.100894257307148
0.2225 0.4725 0.100058673027114
0.225 0.4725 0.0992342952154849
0.2275 0.4725 0.0984210110888553
0.23 0.4725 0.0976187009674574
0.2325 0.4725 0.0968272393440529
0.235 0.4725 0.0960464958277468
0.2375 0.4725 0.0952763359789929
0.24 0.4725 0.0945166220494437
0.2425 0.4725 0.0937672136381989
0.245 0.4725 0.0930279682742932
0.2475 0.4725 0.0922987419338871
0.25 0.4725 0.0915793894994575
0.2525 0.4725 0.0908697651673568
0.255 0.4725 0.0901697228092873
0.2575 0.4725 0.0894791162925866
0.26 0.4725 0.088797799763633
0.2625 0.4725 0.0881256278981942
0.265 0.4725 0.087462456122117
0.2675 0.4725 0.0868081408053849
0.27 0.4725 0.0861625394322551
0.2725 0.4725 0.085525510749895
0.275 0.4725 0.0848969148976902
0.2775 0.4725 0.0842766135191808
0.28 0.4725 0.0836644698583806
0.2825 0.4725 0.0830603488420576
0.285 0.4725 0.0824641171494019
0.2875 0.4725 0.0818756432703682
0.29 0.4725 0.0812947975538417
0.2925 0.4725 0.0807214522466886
0.295 0.4725 0.0801554815246207
0.2975 0.4725 0.079596761515737
0.3 0.4725 0.0790451703175083
0.3025 0.4725 0.0785005880079068
0.305 0.4725 0.077962896651304
0.3075 0.4725 0.0774319802997159
0.31 0.4725 0.0769077249898961
0.3125 0.4725 0.0763900187367595
0.315 0.4725 0.0758787515235471
0.3175 0.4725 0.0753738152891123
0.32 0.4725 0.0748751039126789
0.3225 0.4725 0.0743825131963747
0.325 0.4725 0.073895940845831
0.3275 0.4725 0.0734152864490897
0.33 0.4725 0.0729404514540592
0.3325 0.4725 0.0724713391447149
0.335 0.4725 0.0720078546162417
0.3375 0.4725 0.0715499047492795
0.34 0.4725 0.0710973981834203
0.3425 0.4725 0.0706502452901102
0.345 0.4725 0.0702083581450514
0.3475 0.4725 0.0697716505002458
0.35 0.4725 0.0693400377557475
0.3525 0.4725 0.0689134369312427
0.355 0.4725 0.0684917666375154
0.3575 0.4725 0.0680749470478771
0.36 0.4725 0.0676628998696258
0.3625 0.4725 0.0672555483155874
0.365 0.4725 0.0668528170757876
0.3675 0.4725 0.0664546322893098
0.37 0.4725 0.0660609215163582
0.3725 0.4725 0.0656716137105847
0.375 0.4725 0.0652866391916832
0.3775 0.4725 0.064905929618306
0.38 0.4725 0.0645294179613006
0.3825 0.4725 0.0641570384772971
0.385 0.4725 0.0637887266826705
0.3875 0.4725 0.0634244193278728
0.39 0.4725 0.0630640543721661
0.3925 0.4725 0.062707570958753
0.395 0.4725 0.0623549093903223
0.3975 0.4725 0.0620060111050059
0.4 0.4725 0.0616608186527592
0.4025 0.4725 0.0613192756721662
0.405 0.4725 0.060981326867669
0.4075 0.4725 0.0606469179872244
0.41 0.4725 0.0603159958003875
0.4125 0.4725 0.0599885080768226
0.415 0.4725 0.0596644035652337
0.4175 0.4725 0.0593436319727198
0.42 0.4725 0.0590261439445473
0.4225 0.4725 0.0587118910443365
0.425 0.4725 0.0584008257346566
0.4275 0.4725 0.0580929013580294
0.43 0.4725 0.057788072118331
0.4325 0.4725 0.0574862930625895
0.435 0.4725 0.0571875200631727
0.4375 0.4725 0.0568917098003587
0.44 0.4725 0.0565988197452846
0.4425 0.4725 0.0563088081432688
0.445 0.4725 0.0560216339974947
0.4475 0.4725 0.0557372570530572
0.45 0.4725 0.0554556377813613
0.4525 0.4725 0.0551767373648632
0.455 0.4725 0.054900517682156
0.4575 0.4725 0.0546269412933845
0.46 0.4725 0.0543559714259888
0.4625 0.4725 0.0540875719607662
0.465 0.4725 0.0538217074182472
0.4675 0.4725 0.0535583429453779
0.47 0.4725 0.0532974443025032
0.4725 0.4725 0.0530389778506444
0.475 0.4725 0.052782910539064
0.4775 0.4725 0.0525292098931097
0.48 0.4725 0.0522778440023404
0.4825 0.4725 0.052028781508912
0.485 0.4725 0.0517819915962345
0.4875 0.4725 0.0515374439778822
0.49 0.4725 0.0512951088867574
0.4925 0.4725 0.0510549570644963
0.495 0.4725 0.0508169597511205
0.4975 0.4725 0.0505810886749182
0.5 0.4725 0.0503473160425566
0.0025 0.475 8.74987487204462e-06
0.005 0.475 1.07840194917671e-05
0.0075 0.475 1.34269798699671e-05
0.01 0.475 1.68534123018026e-05
0.0125 0.475 2.12909663243641e-05
0.015 0.475 2.70364911159932e-05
0.0175 0.475 3.44773299873822e-05
0.02 0.475 4.4119320608921e-05
0.0225 0.475 5.66236380653529e-05
0.025 0.475 7.28553027534408e-05
0.0275 0.475 9.39470759365291e-05
0.03 0.475 0.000121383645883297
0.0325 0.475 0.000157112544732133
0.035 0.475 0.000203690221959573
0.0375 0.475 0.000264474234381257
0.04 0.475 0.000343875688490488
0.0425 0.475 0.000447689943094352
0.045 0.475 0.000583528097576881
0.0475 0.475 0.000761376670470563
0.05 0.475 0.000994317368600845
0.0525 0.475 0.00129944134996237
0.055 0.475 0.00169898975988667
0.0575 0.475 0.00222173889461167
0.06 0.475 0.00290461451814815
0.0625 0.475 0.00379445065632604
0.065 0.475 0.00494968293859756
0.0675 0.475 0.00644156266378021
0.07 0.475 0.00835418470450727
0.0725 0.475 0.0107822744142433
0.075 0.475 0.0138254099830284
0.0775 0.475 0.0175774542893728
0.08 0.475 0.0221108404847517
0.0825 0.475 0.0274572707323522
0.085 0.475 0.0335890018432918
0.0875 0.475 0.0404069088751278
0.09 0.475 0.0477411864588879
0.0925 0.475 0.0553670610211833
0.095 0.475 0.0630325106381178
0.0975 0.475 0.0704905468194445
0.1 0.475 0.0775275148200138
0.1025 0.475 0.0839813854258239
0.105 0.475 0.0897482917450413
0.1075 0.475 0.0947792443599877
0.11 0.475 0.0990707383309984
0.1125 0.475 0.102652943401128
0.115 0.475 0.105578163407987
0.1175 0.475 0.10791105274074
0.12 0.475 0.109721123927271
0.1225 0.475 0.111077487287643
0.125 0.475 0.112045476037456
0.1275 0.475 0.112684724036429
0.13 0.475 0.11304828621664
0.1325 0.475 0.113182460782389
0.135 0.475 0.113127051637189
0.1375 0.475 0.112915881851746
0.14 0.475 0.112577427983194
0.1425 0.475 0.112135489966859
0.145 0.475 0.111609843853276
0.1475 0.475 0.111016847331086
0.15 0.475 0.110369983183985
0.1525 0.475 0.109680335632364
0.155 0.475 0.108957000522814
0.1575 0.475 0.10820743376098
0.16 0.475 0.107437744110149
0.1625 0.475 0.106652937115554
0.165 0.475 0.105857116886104
0.1675 0.475 0.105053652055526
0.17 0.475 0.104245311640222
0.1725 0.475 0.103434375829875
0.175 0.475 0.102622726061628
0.1775 0.475 0.101811918081055
0.18 0.475 0.101003241105017
0.1825 0.475 0.100197765681676
0.185 0.475 0.0993963823927628
0.1875 0.475 0.0985998331591332
0.19 0.475 0.0978087365870625
0.1925 0.475 0.0970236085227777
0.195 0.475 0.0962448787593722
0.1975 0.475 0.0954729046567721
0.2 0.475 0.0947079822856268
0.2025 0.475 0.0939503555843604
0.205 0.475 0.0932002239203173
0.2075 0.475 0.0924577483668384
0.21 0.475 0.091723056944674
0.2125 0.475 0.0909962490254869
0.215 0.475 0.0902773990548241
0.2175 0.475 0.0895665597198666
0.22 0.475 0.0888637646618339
0.2225 0.475 0.0881690308127838
0.225 0.475 0.0874823604206348
0.2275 0.475 0.0868037428136618
0.23 0.475 0.0861331559457762
0.2325 0.475 0.0854705677560579
0.235 0.475 0.0848159373697887
0.2375 0.475 0.0841692161633183
0.24 0.475 0.0835303487111758
0.2425 0.475 0.0828992736307314
0.245 0.475 0.0822759243372024
0.2475 0.475 0.0816602297198018
0.25 0.475 0.0810521147481939
0.2525 0.475 0.0804515010171065
0.255 0.475 0.0798583072358521
0.2575 0.475 0.0792724496686263
0.26 0.475 0.0786938425307019
0.2625 0.475 0.0781223983450045
0.265 0.475 0.077558028263035
0.2675 0.475 0.077000642353647
0.27 0.475 0.0764501498628024
0.2725 0.475 0.0759064594470918
0.275 0.475 0.0753694793835132
0.2775 0.475 0.074839117757751
0.28 0.475 0.0743152826329704
0.2825 0.475 0.0737978822009427
0.285 0.475 0.0732868249171406
0.2875 0.475 0.0727820196212885
0.29 0.475 0.0722833756447087
0.2925 0.475 0.0717908029056809
0.295 0.475 0.0713042119939184
0.2975 0.475 0.0708235142451604
0.3 0.475 0.0703486218067941
0.3025 0.475 0.0698794476953317
0.305 0.475 0.0694159058464945
0.3075 0.475 0.0689579111585866
0.31 0.475 0.0685053795297853
0.3125 0.475 0.068058227889913
0.315 0.475 0.0676163742272075
0.3175 0.475 0.0671797376105575
0.32 0.475 0.0667482382076433
0.3225 0.475 0.0663217972993597
0.325 0.475 0.0659003372908893
0.3275 0.475 0.0654837817197438
0.33 0.475 0.0650720552610704
0.3325 0.475 0.0646650837305069
0.335 0.475 0.0642627940848009
0.3375 0.475 0.0638651144204594
0.34 0.475 0.0634719739705985
0.3425 0.475 0.0630833031001999
0.345 0.475 0.0626990332999375
0.3475 0.475 0.0623190971787344
0.35 0.475 0.0619434284551884
0.3525 0.475 0.061571961947992
0.355 0.475 0.0612046335654769
0.3575 0.475 0.0608413802943749
0.36 0.475 0.0604821401879115
0.3625 0.475 0.0601268523532957
0.365 0.475 0.0597754569387158
0.3675 0.475 0.0594278951198935
0.37 0.475 0.0590841090862738
0.3725 0.475 0.0587440420269067
0.375 0.475 0.0584076381160817
0.3775 0.475 0.0580748424987584
0.38 0.475 0.0577456012758424
0.3825 0.475 0.0574198614893472
0.385 0.475 0.0570975711074838
0.3875 0.475 0.0567786790096993
0.39 0.475 0.0564631349717064
0.3925 0.475 0.0561508896505327
0.395 0.475 0.0558418945695991
0.3975 0.475 0.0555361021038661
0.4 0.475 0.0552334654650599
0.4025 0.475 0.054933938686997
0.405 0.475 0.0546374766110196
0.4075 0.475 0.0543440348715643
0.41 0.475 0.0540535698818669
0.4125 0.475 0.0537660388198235
0.415 0.475 0.0534813996140047
0.4175 0.475 0.0531996109298452
0.42 0.475 0.0529206321560091
0.4225 0.475 0.0526444233909329
0.425 0.475 0.0523709454295614
0.4275 0.475 0.0521001597502696
0.43 0.475 0.0518320285019874
0.4325 0.475 0.0515665144915165
0.435 0.475 0.0513035811710468
0.4375 0.475 0.0510431926258832
0.44 0.475 0.0507853135623652
0.4425 0.475 0.0505299092959996
0.445 0.475 0.0502769457397895
0.4475 0.475 0.0500263893927734
0.45 0.475 0.0497782073287645
0.4525 0.475 0.0495323671852948
0.455 0.475 0.0492888371527573
0.4575 0.475 0.0490475859637527
0.46 0.475 0.0488085828826315
0.4625 0.475 0.0485717976952364
0.465 0.475 0.048337200698836
0.4675 0.475 0.0481047626922525
0.47 0.475 0.0478744549661823
0.4725 0.475 0.0476462492937026
0.475 0.475 0.0474201179209641
0.4775 0.475 0.0471960335580677
0.48 0.475 0.0469739693701199
0.4825 0.475 0.0467538989684726
0.485 0.475 0.0465357964021265
0.4875 0.475 0.0463196361493203
0.49 0.475 0.046105393109278
0.4925 0.475 0.0458930425941324
0.495 0.475 0.0456825603210069
0.4975 0.475 0.045473922404258
0.5 0.475 0.0452671053478806
0.0025 0.4775 8.80136669262062e-06
0.005 0.4775 1.06611513841106e-05
0.0075 0.4775 1.30193568934007e-05
0.01 0.4775 1.60047386880307e-05
0.0125 0.4775 1.97812234454511e-05
0.015 0.4775 2.45576106726198e-05
0.0175 0.4775 3.06000244312407e-05
0.02 0.4775 3.82479054442025e-05
0.0225 0.4775 4.79345634219135e-05
0.025 0.4775 6.02136052182865e-05
0.0275 0.4775 7.57929346851139e-05
0.03 0.4775 9.55785074347363e-05
0.0325 0.4775 0.000120730645475324
0.035 0.4775 0.00015273650483888
0.0375 0.4775 0.000193503279348447
0.04 0.4775 0.00024547795117965
0.0425 0.4775 0.000311800892250008
0.045 0.4775 0.000396502386281378
0.0475 0.4775 0.000504753137227612
0.05 0.4775 0.000643181915975851
0.0525 0.4775 0.000820275354099347
0.055 0.4775 0.00104687588451086
0.0575 0.4775 0.00133679278513171
0.06 0.4775 0.00170753618118488
0.0625 0.4775 0.00218117139866642
0.065 0.4775 0.00278526617077744
0.0675 0.4775 0.00355385878678358
0.07 0.4775 0.00452830280015534
0.0725 0.4775 0.00575773616763693
0.075 0.4775 0.00729878092273904
0.0775 0.4775 0.00921392718081936
0.08 0.4775 0.011567957715358
0.0825 0.4775 0.0144218479263843
0.085 0.4775 0.0178239884640669
0.0875 0.4775 0.0217994260576975
0.09 0.4775 0.0263389847356101
0.0925 0.4775 0.0313911532997497
0.095 0.4775 0.036859817098929
0.0975 0.4775 0.0426097891917293
0.1 0.4775 0.0484798522956118
0.1025 0.4775 0.0543005890874503
0.105 0.4775 0.0599128108358385
0.1075 0.4775 0.0651825481617748
0.11 0.4775 0.0700101087427555
0.1125 0.4775 0.0743327483083682
0.115 0.4775 0.0781221305196199
0.1175 0.4775 0.0813785194409087
0.12 0.4775 0.084123625682642
0.1225 0.4775 0.0863935521131413
0.125 0.4775 0.0882326942973716
0.1275 0.4775 0.0896889506617796
0.13 0.4775 0.0908102606496609
0.1325 0.4775 0.0916423062215033
0.135 0.4775 0.0922271409370656
0.1375 0.4775 0.0926025073577736
0.14 0.4775 0.0928016336829241
0.1425 0.4775 0.0928533425746646
0.145 0.4775 0.092782346990958
0.1475 0.4775 0.0926096440118836
0.15 0.4775 0.0923529464064195
0.1525 0.4775 0.0920271132913656
0.155 0.4775 0.0916445567537701
0.1575 0.4775 0.0912156120264733
0.16 0.4775 0.0907488659230687
0.1625 0.4775 0.0902514427558971
0.165 0.4775 0.0897292496622541
0.1675 0.4775 0.0891871847355792
0.17 0.4775 0.0886293120234541
0.1725 0.4775 0.0880590076105022
0.175 0.4775 0.0874790808559626
0.1775 0.4775 0.0868918745393847
0.18 0.4775 0.0862993472724634
0.1825 0.4775 0.0857031411164053
0.185 0.4775 0.0851046369360076
0.1875 0.4775 0.0845049996425525
0.19 0.4775 0.0839052151368529
0.1925 0.4775 0.083306120464385
0.195 0.4775 0.0827084284359017
0.1975 0.4775 0.0821127477465613
0.2 0.4775 0.0815195994407989
0.2025 0.4775 0.0809294304148296
0.205 0.4775 0.0803426245197705
0.2075 0.4775 0.0797595117220442
0.21 0.4775 0.07918037569048
