"kD" "kA" "DF"
0.18 0.06 0.0186051650329487
0.1825 0.06 0.0205095695680292
0.185 0.06 0.0224231300096649
0.1875 0.06 0.024316432010838
0.19 0.06 0.0261621055850164
0.1925 0.06 0.0279362864380186
0.195 0.06 0.029619574462316
0.1975 0.06 0.0311974581047226
0.2 0.06 0.0326602663361629
0.2025 0.06 0.0340027656409947
0.205 0.06 0.0352235361454996
0.2075 0.06 0.036324248641451
0.21 0.06 0.0373089364516961
0.2125 0.06 0.0381833244516576
0.215 0.06 0.0389542494246705
0.2175 0.06 0.0396291845076214
0.22 0.06 0.0402158661692821
0.2225 0.06 0.0407220138748948
0.225 0.06 0.0411551287514
0.2275 0.06 0.0415223566664255
0.23 0.06 0.0418304019593557
0.2325 0.06 0.0420854797507995
0.235 0.06 0.0422932967475454
0.2375 0.06 0.0424590524245393
0.24 0.06 0.0425874542336727
0.2425 0.06 0.0426827419923721
0.245 0.06 0.0427487178336007
0.2475 0.06 0.0427887790742497
0.25 0.06 0.0428059521157953
0.2525 0.06 0.042802926067517
0.255 0.06 0.0427820852144253
0.2575 0.06 0.0427455397706727
0.26 0.06 0.0426951545907322
0.2625 0.06 0.0426325756760309
0.265 0.06 0.0425592544306362
0.2675 0.06 0.0424764696987882
0.27 0.06 0.0423853476693368
0.2725 0.06 0.0422868797648773
0.275 0.06 0.0421819386520752
0.2775 0.06 0.0420712925184955
0.28 0.06 0.0419556177631289
0.2825 0.06 0.0418355102450572
0.285 0.06 0.041711495228845
0.2875 0.06 0.041584036157508
0.29 0.06 0.0414535423750679
0.2925 0.06 0.0413203759113811
0.295 0.06 0.0411848574325208
0.2975 0.06 0.0410472714507463
0.3 0.06 0.0409078708792473
0.3025 0.06 0.0407668810084663
0.305 0.06 0.0406245029729683
0.3075 0.06 0.0404809167705736
0.31 0.06 0.040336283888806
0.3125 0.06 0.0401907495876039
0.315 0.06 0.0400444448817159
0.3175 0.06 0.0398974882611781
0.32 0.06 0.0397499871837566
0.3225 0.06 0.0396020393691859
0.325 0.06 0.0394537339213935
0.3275 0.06 0.0393051523016697
0.33 0.06 0.0391563691728486
0.3325 0.06 0.0390074531320174
0.335 0.06 0.0388584673470045
0.3375 0.06 0.0387094701098934
0.34 0.06 0.0385605153190597
0.3425 0.06 0.0384116528996813
0.345 0.06 0.0382629291713157
0.3475 0.06 0.0381143871699569
0.35 0.06 0.0379660669309621
0.3525 0.06 0.0378180057383288
0.355 0.06 0.0376702383450361
0.3575 0.06 0.0375227971684825
0.36 0.06 0.03737571246448
0.3625 0.06 0.0372290124827513
0.365 0.06 0.0370827236064548
0.3675 0.06 0.0369368704778904
0.37 0.06 0.036791476112217
0.3725 0.06 0.0366465620007461
0.375 0.06 0.036502148205145
0.3775 0.06 0.0363582534436832
0.38 0.06 0.0362148951704894
0.3825 0.06 0.0360720896486444
0.385 0.06 0.0359298520178162
0.3875 0.06 0.0357881963570366
0.39 0.06 0.03564713574314
0.3925 0.06 0.0355066823053023
0.395 0.06 0.0353668472760671
0.3975 0.06 0.0352276410391852
0.4 0.06 0.0350890731745555
0.4025 0.06 0.0349511525005117
0.405 0.06 0.0348138871136804
0.4075 0.06 0.0346772844265927
0.41 0.06 0.034541351203222
0.4125 0.06 0.0344060935925992
0.415 0.06 0.0342715171606356
0.4175 0.06 0.0341376269202717
0.42 0.06 0.034004427360066
0.4225 0.06 0.0338719224713139
0.425 0.06 0.033740115773788
0.4275 0.06 0.0336090103401856
0.43 0.06 0.0334786088193494
0.4325 0.06 0.0333489134583372
0.435 0.06 0.0332199261234006
0.4375 0.06 0.0330916483199315
0.44 0.06 0.0329640812114355
0.4425 0.06 0.0328372256375774
0.445 0.06 0.0327110821313502
0.4475 0.06 0.0325856509354145
0.45 0.06 0.032460932017647
0.4525 0.06 0.0323369250859384
0.455 0.06 0.0322136296022812
0.4575 0.06 0.0320910447961798
0.46 0.06 0.031969169677418
0.4625 0.06 0.0318480030482144
0.465 0.06 0.0317275435147962
0.4675 0.06 0.0316077894984209
0.47 0.06 0.031488739245871
0.4725 0.06 0.0313703908394469
0.475 0.06 0.0312527422064854
0.4775 0.06 0.0311357911284222
0.48 0.06 0.0310195352494222
0.4825 0.06 0.0309039720846023
0.485 0.06 0.0307890990278564
0.4875 0.06 0.0306749133593124
0.49 0.06 0.0305614122524312
0.4925 0.06 0.0304485927807673
0.495 0.06 0.0303364519244068
0.4975 0.06 0.0302249865760995
0.5 0.06 0.0301141935470942
0.0025 0.0625 7.70717305677346e-07
0.005 0.0625 8.38539286043174e-07
0.0075 0.0625 9.16260627159908e-07
0.01 0.0625 1.00541660502601e-06
0.0125 0.0625 1.10779651271852e-06
0.015 0.0625 1.22548765549386e-06
0.0175 0.0625 1.36092726954688e-06
0.02 0.0625 1.51696384215265e-06
0.0225 0.0625 1.69692959541887e-06
0.025 0.0625 1.90472623677458e-06
0.0275 0.0625 2.14492648809138e-06
0.03 0.0625 2.42289439584428e-06
0.0325 0.0625 2.74492801372635e-06
0.035 0.0625 3.11842875690843e-06
0.0375 0.0625 3.552102578203e-06
0.04 0.0625 4.05619914041352e-06
0.0425 0.0625 4.64279639207268e-06
0.045 0.0625 5.32613943904815e-06
0.0475 0.0625 6.12304439479281e-06
0.05 0.0625 7.05338005107216e-06
0.0525 0.0625 8.14064281590102e-06
0.055 0.0625 9.41264350948487e-06
0.0575 0.0625 1.09023284048844e-05
0.06 0.0625 1.26487614840081e-05
0.0625 0.0625 1.46983004154282e-05
0.065 0.0625 1.71060054457532e-05
0.0675 0.0625 1.99373284676705e-05
0.07 0.0625 2.32701392684925e-05
0.0725 0.0625 2.71971577102575e-05
0.075 0.0625 3.18288747453958e-05
0.0775 0.0625 3.72970621998696e-05
0.08 0.0625 4.37589917047601e-05
0.0825 0.0625 5.14025076551184e-05
0.085 0.0625 6.04521283301649e-05
0.0875 0.0625 7.11763841020048e-05
0.09 0.0625 8.3896642818946e-05
0.0925 0.0625 9.89977208027399e-05
0.095 0.0625 0.000116940634189978
0.0975 0.0625 0.000138277910094251
0.1 0.0625 0.00016367195033237
0.1025 0.0625 0.000193917021503239
0.105 0.0625 0.000229965531950287
0.1075 0.0625 0.000272959344355592
0.11 0.0625 0.000324266954886858
0.1125 0.0625 0.000385527433473595
0.115 0.0625 0.000458702045197336
0.1175 0.0625 0.000546134429849349
0.12 0.0625 0.00065062006094487
0.1225 0.0625 0.000775485373036354
0.125 0.0625 0.000924676348281173
0.1275 0.0625 0.00110285537097492
0.13 0.0625 0.00131550364017924
0.1325 0.0625 0.00156902419383517
0.135 0.0625 0.00187083744711576
0.1375 0.0625 0.00222945691231812
0.14 0.0625 0.00265452737687927
0.1425 0.0625 0.0031568014289855
0.145 0.0625 0.00374802341933503
0.1475 0.0625 0.00444068399404206
0.15 0.0625 0.0052476054340073
0.1525 0.0625 0.00618132149468282
0.155 0.0625 0.00725322945793758
0.1575 0.0625 0.00847252088357081
0.16 0.0625 0.00984494335073939
0.1625 0.0625 0.0113715056844479
0.165 0.0625 0.0130473030733028
0.1675 0.0625 0.0148606860143862
0.17 0.0625 0.0167930021828835
0.1725 0.0625 0.018819081440574
0.175 0.0625 0.0209085084586297
0.1775 0.0625 0.0230275614567209
0.18 0.0625 0.0251415414574863
0.1825 0.0625 0.0272171300973179
0.185 0.0625 0.0292244264243518
0.1875 0.0625 0.0311384140945979
0.19 0.0625 0.0329397562668579
0.1925 0.0625 0.0346149540681222
0.195 0.0625 0.0361559992015139
0.1975 0.0625 0.0375596910968116
0.2 0.0625 0.0388267835023732
0.2025 0.0625 0.039961093106376
0.205 0.0625 0.0409686612645303
0.2075 0.0625 0.0418570211041908
0.21 0.0625 0.0426345919082529
0.2125 0.0625 0.0433102020009769
0.215 0.0625 0.0438927291477285
0.2175 0.0625 0.0443908416196125
0.22 0.0625 0.0448128214372315
0.2225 0.0625 0.0451664521668691
0.225 0.0625 0.0454589557587328
0.2275 0.0625 0.0456969654883089
0.23 0.0625 0.0458865246186857
0.2325 0.0625 0.0460331027030057
0.235 0.0625 0.0461416233954613
0.2375 0.0625 0.0462164992233835
0.24 0.0625 0.0462616700219287
0.2425 0.0625 0.0462806426946304
0.245 0.0625 0.0462765306895516
0.2475 0.0625 0.0462520921203968
0.25 0.0625 0.0462097658566028
0.2525 0.0625 0.0461517051905833
0.255 0.0625 0.046079808891481
0.2575 0.0625 0.0459957495943873
0.26 0.0625 0.0459009995683933
0.2625 0.0625 0.0457968539684249
0.265 0.0625 0.0456844517138124
0.2675 0.0625 0.0455647941578209
0.27 0.0625 0.0454387617218992
0.2725 0.0625 0.0453071286698991
0.275 0.0625 0.0451705761935934
0.2775 0.0625 0.0450297039734242
0.28 0.0625 0.0448850403688701
0.2825 0.0625 0.0447370513821105
0.285 0.0625 0.0445861485274677
0.2875 0.0625 0.0444326957278653
0.29 0.0625 0.0442770153485767
0.2925 0.0625 0.0441193934680455
0.295 0.0625 0.0439600844756688
0.2975 0.0625 0.0437993150772043
0.3 0.0625 0.0436372877799255
0.3025 0.0625 0.043474183921827
0.305 0.0625 0.043310166302012
0.3075 0.0625 0.0431453814629134
0.31 0.0625 0.0429799616691154
0.3125 0.0625 0.042814026622257
0.315 0.0625 0.0426476849467445
0.3175 0.0625 0.0424810354767503
0.32 0.0625 0.0423141683711876
0.3225 0.0625 0.0421471660799777
0.325 0.0625 0.0419801041819377
0.3275 0.0625 0.0418130521119689
0.33 0.0625 0.0416460737929033
0.3325 0.0625 0.0414792281853026
0.335 0.0625 0.0413125697667152
0.3375 0.0625 0.0411461489503107
0.34 0.0625 0.0409800124514448
0.3425 0.0625 0.0408142036095059
0.345 0.0625 0.0406487626713504
0.3475 0.0625 0.0404837270417389
0.35 0.0625 0.0403191315054003
0.3525 0.0625 0.0401550084246794
0.355 0.0625 0.0399913879161439
0.3575 0.0625 0.0398282980090336
0.36 0.0625 0.0396657647879997
0.3625 0.0625 0.0395038125222263
0.365 0.0625 0.039342463782713
0.3675 0.0625 0.0391817395492275
0.37 0.0625 0.03902165930822
0.3725 0.0625 0.0388622411427918
0.375 0.0625 0.0387035018156574
0.3775 0.0625 0.0385454568458953
0.38 0.0625 0.0383881205801665
0.3825 0.0625 0.0382315062589896
0.385 0.0625 0.0380756260785709
0.3875 0.0625 0.0379204912486229
0.39 0.0625 0.03776611204654
0.3925 0.0625 0.037612497868264
0.395 0.0625 0.0374596572761102
0.3975 0.0625 0.0373075980438121
0.4 0.0625 0.0371563271989913
0.4025 0.0625 0.0370058510632543
0.405 0.0625 0.0368561752900784
0.4075 0.0625 0.0367073049006456
0.41 0.0625 0.0365592443177555
0.4125 0.0625 0.036411997397947
0.415 0.0625 0.0362655674619345
0.4175 0.0625 0.0361199573234663
0.42 0.0625 0.0359751693166929
0.4225 0.0625 0.0358312053221401
0.425 0.0625 0.0356880667913543
0.4275 0.0625 0.0355457547703048
0.43 0.0625 0.0354042699216053
0.4325 0.0625 0.0352636125456186
0.435 0.0625 0.035123782600507
0.4375 0.0625 0.0349847797212807
0.44 0.0625 0.0348466032378991
0.4425 0.0625 0.034709252192473
0.445 0.0625 0.0345727253556126
0.4475 0.0625 0.0344370212419682
0.45 0.0625 0.0343021381250015
0.4525 0.0625 0.0341680740510276
0.455 0.0625 0.0340348268525642
0.4575 0.0625 0.0339023941610232
0.46 0.0625 0.0337707734187765
0.4625 0.0625 0.0336399618906276
0.465 0.0625 0.0335099566747187
0.4675 0.0625 0.0333807547128997
0.47 0.0625 0.0332523528005886
0.4725 0.0625 0.0331247475961437
0.475 0.0625 0.0329979356297769
0.4775 0.0625 0.0328719133120242
0.48 0.0625 0.0327466769418035
0.4825 0.0625 0.0326222227140684
0.485 0.0625 0.0324985467270891
0.4875 0.0625 0.0323756449893698
0.49 0.0625 0.0322535134262259
0.4925 0.0625 0.0321321478860332
0.495 0.0625 0.0320115441461679
0.4975 0.0625 0.03189169791865
0.5 0.0625 0.0317726048555063
0.0025 0.065 7.98073326413977e-07
0.005 0.065 8.71947995004332e-07
0.0075 0.065 9.57094329022693e-07
0.01 0.065 1.05533873038581e-06
0.0125 0.065 1.16882291505468e-06
0.015 0.065 1.30006083421059e-06
0.0175 0.065 1.45200627001663e-06
0.02 0.065 1.62813317693258e-06
0.0225 0.065 1.83253125397338e-06
0.025 0.065 2.07001973303204e-06
0.0275 0.065 2.34628297145299e-06
0.03 0.065 2.66803216532815e-06
0.0325 0.065 3.04319838014246e-06
0.035 0.065 3.48116315984496e-06
0.0375 0.065 3.99303426360882e-06
0.04 0.065 4.59197563953504e-06
0.0425 0.065 5.29360263488557e-06
0.045 0.065 6.11645573433397e-06
0.0475 0.065 7.08256889805357e-06
0.05 0.065 8.21815194585955e-06
0.0525 0.065 9.55441053068146e-06
0.055 0.065 1.11285322207364e-05
0.0575 0.065 1.29848732547918e-05
0.06 0.065 1.51763878791033e-05
0.0625 0.065 1.77663510967736e-05
0.065 0.065 2.08304364966651e-05
0.0675 0.065 2.44592239842722e-05
0.07 0.065 2.87612281954465e-05
0.0725 0.065 3.38665577120047e-05
0.075 0.065 3.99313385966921e-05
0.0775 0.065 4.71430640191201e-05
0.08 0.065 5.57270657707276e-05
0.0825 0.065 6.59543443012062e-05
0.085 0.065 7.81510426896651e-05
0.0875 0.065 9.27099078902654e-05
0.09 0.065 0.000110104150841865
0.0925 0.065 0.000130904196614719
0.095 0.065 0.000155797907280972
0.0975 0.065 0.000185614963428939
0.1 0.065 0.00022135620355756
0.1025 0.065 0.000264228839982344
0.105 0.065 0.000315688587582623
0.1075 0.065 0.000377489844120304
0.11 0.065 0.000451745125616965
0.1125 0.065 0.000540994952249441
0.115 0.065 0.000648289246071895
0.1175 0.065 0.00077728096318852
0.12 0.065 0.000932332028222919
0.1225 0.065 0.00111863051505692
0.125 0.065 0.0013423162243425
0.1275 0.065 0.00161060909832513
0.13 0.065 0.00193193101083565
0.1325 0.065 0.00231600611676376
0.135 0.065 0.00277391799910525
0.1375 0.065 0.00331809346181108
0.14 0.065 0.00396217369550605
0.1425 0.065 0.00472072533512594
0.145 0.065 0.00560873961197272
0.1475 0.065 0.00664087194249458
0.15 0.065 0.00783039278914648
0.1525 0.065 0.009187859409512
0.155 0.065 0.0107195802904456
0.1575 0.065 0.0124260254933508
0.16 0.065 0.0143004207150627
0.1625 0.065 0.0163278209822271
0.165 0.065 0.0184849546505343
0.1675 0.065 0.0207410321340386
0.17 0.065 0.0230595299516963
0.1725 0.065 0.0254007362691935
0.175 0.065 0.0277246575556882
0.1775 0.065 0.0299938097272855
0.18 0.065 0.0321754775374396
0.1825 0.065 0.0342431896751957
0.185 0.065 0.0361773537812189
0.1875 0.065 0.0379651580103324
0.19 0.065 0.0395999379188637
0.1925 0.065 0.0410802288663352
0.195 0.065 0.0424086961563665
0.1975 0.065 0.0435910840994015
0.2 0.065 0.0446352715355285
0.2025 0.065 0.0455504765718432
0.205 0.065 0.0463466213035312
0.2075 0.065 0.0470338474711963
0.21 0.065 0.0476221637352615
0.2125 0.065 0.0481212015330882
0.215 0.065 0.0485400567622924
0.2175 0.065 0.0488871969131961
0.22 0.065 0.0491704165048836
0.2225 0.065 0.0493968270183947
0.225 0.065 0.0495728705756764
0.2275 0.065 0.049704349217923
0.23 0.065 0.0497964637569691
0.2325 0.065 0.0498538578419283
0.235 0.065 0.0498806641633142
0.2375 0.065 0.0498805506789589
0.24 0.065 0.0498567654564519
0.2425 0.065 0.0498121792431156
0.245 0.065 0.049749325243869
0.2475 0.065 0.0496704358470701
0.25 0.065 0.0495774762175859
0.2525 0.065 0.0494721747967756
0.255 0.065 0.0493560508272741
0.2575 0.065 0.0492304390685935
0.26 0.065 0.0490965118964935
0.2625 0.065 0.0489552989913031
0.265 0.065 0.0488077048226102
0.2675 0.065 0.0486545241333018
0.27 0.065 0.0484964556172111
0.2725 0.065 0.0483341139733449
0.275 0.065 0.0481680405069596
0.2775 0.065 0.047998712434449
0.28 0.065 0.0478265510357051
0.2825 0.065 0.0476519287845845
0.285 0.065 0.0474751755757134
0.2875 0.065 0.0472965841541415
0.29 0.065 0.0471164148434219
0.2925 0.065 0.0469348996576153
0.295 0.065 0.0467522458734261
0.2975 0.065 0.0465686391302161
0.3 0.065 0.0463842461179468
0.3025 0.065 0.0461992169061525
0.305 0.065 0.0460136869607513
0.3075 0.065 0.0458277788898935
0.31 0.065 0.0456416039549891
0.3125 0.065 0.0454552633785619
0.315 0.065 0.0452688494765801
0.3175 0.065 0.045082446639352
0.32 0.065 0.0448961321819461
0.3225 0.065 0.0447099770823198
0.325 0.065 0.0445240466228988
0.3275 0.065 0.0443384009492153
0.33 0.065 0.0441530955573444
0.3325 0.065 0.0439681817202328
0.335 0.065 0.0437837068616045
0.3375 0.065 0.0435997148848837
0.34 0.065 0.0434162464635089
0.3425 0.065 0.0432333392980859
0.345 0.065 0.0430510283450351
0.3475 0.065 0.0428693460206928
0.35 0.065 0.0426883223842514
0.3525 0.065 0.0425079853024081
0.355 0.065 0.0423283605981701
0.3575 0.065 0.0421494721858957
0.36 0.065 0.0419713421943327
0.3625 0.065 0.0417939910791613
0.365 0.065 0.0416174377263192
0.3675 0.065 0.0414416995471931
0.37 0.065 0.0412667925666079
0.3725 0.065 0.0410927315044031
0.375 0.065 0.0409195298512766
0.3775 0.065 0.0407471999394775
0.38 0.065 0.0405757530088479
0.3825 0.065 0.0404051992686465
0.385 0.065 0.0402355479555327
0.3875 0.065 0.0400668073880347
0.39 0.065 0.0398989850177882
0.3925 0.065 0.0397320874778034
0.395 0.065 0.0395661206279735
0.3975 0.065 0.0394010895980327
0.4 0.065 0.0392369988281358
0.4025 0.065 0.0390738521072184
0.405 0.065 0.0389116526092829
0.4075 0.065 0.0387504029277437
0.41 0.065 0.0385901051079434
0.4125 0.065 0.0384307606779584
0.415 0.065 0.0382723706777858
0.4175 0.065 0.0381149356870113
0.42 0.065 0.0379584558510398
0.4225 0.065 0.0378029309059692
0.425 0.065 0.0376483602021845
0.4275 0.065 0.0374947427267374
0.43 0.065 0.037342077124581
0.4325 0.065 0.0371903617187181
0.435 0.065 0.0370395945293185
0.4375 0.065 0.0368897732918651
0.44 0.065 0.0367408954743741
0.4425 0.065 0.0365929582937397
0.445 0.065 0.0364459587312464
0.4475 0.065 0.0362998935472963
0.45 0.065 0.0361547592953856
0.4525 0.065 0.036010552335372
0.455 0.065 0.035867268846069
0.4575 0.065 0.0357249048371991
0.46 0.065 0.0355834561607421
0.4625 0.065 0.0354429185217036
0.465 0.065 0.0353032874883363
0.4675 0.065 0.0351645585018427
0.47 0.065 0.0350267268855813
0.4725 0.065 0.0348897878538037
0.475 0.065 0.0347537365199456
0.4775 0.065 0.0346185679044912
0.48 0.065 0.0344842769424395
0.4825 0.065 0.0343508584903806
0.485 0.065 0.0342183073332135
0.4875 0.065 0.0340866181905131
0.49 0.065 0.0339557857225708
0.4925 0.065 0.0338258045361207
0.495 0.065 0.033696669189767
0.4975 0.065 0.033568374199131
0.5 0.065 0.0334409140417248
0.0025 0.0675 8.25341715158304e-07
0.005 0.0675 9.05539640630523e-07
0.0075 0.0675 9.98510235272877e-07
0.01 0.0675 1.10641253390884e-06
0.0125 0.0675 1.23179395038218e-06
0.015 0.0675 1.37766325409633e-06
0.0175 0.0675 1.54757777805035e-06
0.02 0.0675 1.74574772707492e-06
0.0225 0.0675 1.9771610509248e-06
0.025 0.0675 2.24773307009091e-06
0.0275 0.0675 2.56448592052079e-06
0.03 0.0675 2.93576395093686e-06
0.0325 0.0675 3.37149250483729e-06
0.035 0.0675 3.88348909961134e-06
0.0375 0.0675 4.48583794006731e-06
0.04 0.0675 5.19534104966265e-06
0.0425 0.0675 6.03206216378396e-06
0.045 0.0675 7.01998302054424e-06
0.0475 0.0675 8.1877959466984e-06
0.05 0.0675 9.56986184192135e-06
0.0525 0.0675 1.1207369024927e-05
0.055 0.0675 1.31497361776547e-05
0.0575 0.0675 1.54563121237167e-05
0.06 0.0675 1.81984367878113e-05
0.0625 0.0675 2.14619418691227e-05
0.065 0.0675 2.53501870871875e-05
0.0675 0.0675 2.99877490013516e-05
0.07 0.0675 3.55249051766918e-05
0.0725 0.0675 4.21430878336964e-05
0.075 0.0675 5.00615192078085e-05
0.0775 0.0675 5.95452869671901e-05
0.08 0.0675 7.09151736762548e-05
0.0825 0.0675 8.45596210793399e-05
0.085 0.0675 0.000100949289624563
0.0875 0.0675 0.000120654767810431
0.09 0.0675 0.000144368095984013
0.0925 0.0675 0.00017292889582204
0.095 0.0675 0.000207356039210432
0.0975 0.0675 0.000248885945553583
0.1 0.0675 0.000299018757690447
0.1025 0.0675 0.000359573800247621
0.105 0.0675 0.000432755847321136
0.1075 0.0675 0.000521233781032221
0.11 0.0675 0.000628233149416671
0.1125 0.0675 0.000757643841456044
0.115 0.0675 0.000914143457385764
0.1175 0.0675 0.00110333577821495
0.12 0.0675 0.00133190177892964
0.1225 0.0675 0.00160775756485187
0.125 0.0675 0.00194020906365878
0.1275 0.0675 0.00234008689353199
0.13 0.0675 0.0028198362749736
0.1325 0.0675 0.0033935262070494
0.135 0.0675 0.00407673011318937
0.1375 0.0675 0.00488621868725951
0.14 0.0675 0.00583939842743598
0.1425 0.0675 0.00695343225883299
0.145 0.0675 0.00824399970426131
0.1475 0.0675 0.00972370173704755
0.15 0.0675 0.0114001948507861
0.1525 0.0675 0.013274245444649
0.155 0.0675 0.0153380080869225
0.1575 0.0675 0.0175739088368882
0.16 0.0675 0.0199545060579982
0.1625 0.0675 0.0224435680778596
0.165 0.0675 0.0249983573000645
0.1675 0.0675 0.0275728142109332
0.17 0.0675 0.0301211034583069
0.1725 0.0675 0.0326009126116623
0.175 0.0675 0.0349760049131681
0.1775 0.0675 0.037217760202903
0.18 0.0675 0.0393056919992803
0.1825 0.0675 0.0412271187607275
0.185 0.0675 0.0429762585510275
0.1875 0.0675 0.0445530197966735
0.19 0.0675 0.0459617104554724
0.1925 0.0675 0.0472098180011642
0.195 0.0675 0.0483069465236451
0.1975 0.0675 0.0492639460076731
0.2 0.0675 0.050092234715596
0.2025 0.0675 0.0508032961517086
0.205 0.0675 0.0514083233528529
0.2075 0.0675 0.0519179813948334
0.21 0.0675 0.0523422610146548
0.2125 0.0675 0.0526904000481766
0.215 0.0675 0.0529708536867171
0.2175 0.0675 0.0531912986567522
0.22 0.0675 0.0533586599953866
0.2225 0.0675 0.0534791520284655
0.225 0.0675 0.0535583274777944
0.2275 0.0675 0.0536011304050198
0.23 0.0675 0.0536119500362686
0.2325 0.0675 0.0535946734956839
0.235 0.0675 0.0535527361883218
0.2375 0.0675 0.0534891690802819
0.24 0.0675 0.0534066424793251
0.2425 0.0675 0.0533075061634601
0.245 0.0675 0.0531938258688684
0.2475 0.0675 0.053067416255008
0.25 0.0675 0.0529298705306298
0.2525 0.0675 0.0527825869620009
0.255 0.0675 0.0526267925026397
0.2575 0.0675 0.0524635637886699
0.26 0.0675 0.0522938457399616
0.2625 0.0675 0.0521184679976665
0.265 0.0675 0.0519381594158317
0.2675 0.0675 0.0517535608099805
0.27 0.0675 0.0515652361499331
0.2725 0.0675 0.0513736823684125
0.275 0.0675 0.0511793379416123
0.2775 0.0675 0.0509825903831674
0.28 0.0675 0.0507837827790735
0.2825 0.0675 0.0505832194781203
0.285 0.0675 0.0503811710403816
0.2875 0.0675 0.0501778785352764
0.29 0.0675 0.049973557270601
0.2925 0.0675 0.0497684000247664
