"k" "c" "DF"
0.04 0.925 0.786211971272765
0.045 0.925 0.793563235799149
0.05 0.925 0.799095620485742
0.055 0.925 0.803217067822362
0.06 0.925 0.80620562249834
0.065 0.925 0.808257983135588
0.07 0.925 0.809517872212639
0.075 0.925 0.810093539799117
0.08 0.925 0.810069091514254
0.085 0.925 0.809512143075656
0.09 0.925 0.808479197078148
0.095 0.925 0.807019543624999
0.1 0.925 0.805178149699545
0.105 0.925 0.802997801822484
0.11 0.925 0.800520643616924
0.115 0.925 0.797789175711334
0.12 0.925 0.794846746566503
0.125 0.925 0.79173755314961
0.13 0.925 0.788506185742742
0.135 0.925 0.785196785740425
0.14 0.925 0.78185192944056
0.145 0.925 0.77851139121569
0.15 0.925 0.775210961631739
0.155 0.925 0.771981489105365
0.16 0.925 0.768848274643668
0.165 0.925 0.76583088529939
0.17 0.925 0.762943378585972
0.175 0.925 0.760194865338546
0.18 0.925 0.757590296744534
0.185 0.925 0.75513134864329
0.19 0.925 0.752817289877531
0.195 0.925 0.750645752332534
0.2 0.925 0.748613357132515
0.205 0.925 0.74671618482823
0.21 0.925 0.744950101680889
0.215 0.925 0.743310967740333
0.22 0.925 0.741794756734422
0.225 0.925 0.740397615724368
0.23 0.925 0.739115887106299
0.235 0.925 0.737946109287741
0.24 0.925 0.736885006748438
0.245 0.925 0.73592947587129
0.25 0.925 0.735076569976112
0.255 0.925 0.73432348517232
0.26 0.925 0.733667547637554
0.265 0.925 0.733106202428111
0.27 0.925 0.732637003712272
0.275 0.925 0.732257606247563
0.28 0.925 0.731965757917328
0.285 0.925 0.73175929316053
0.29 0.925 0.731636127152937
0.295 0.925 0.731594250621113
0.3 0.925 0.731631725190598
0.305 0.925 0.731746679186244
0.31 0.925 0.731937303816322
0.315 0.925 0.732201849682988
0.32 0.925 0.732538623570802
0.325 0.925 0.732945985472279
0.33 0.925 0.733422345815409
0.335 0.925 0.733966162862911
0.34 0.925 0.734575940256819
0.345 0.925 0.735250224685047
0.35 0.925 0.735987603648952
0.355 0.925 0.736786703312644
0.36 0.925 0.737646186416004
0.365 0.925 0.738564750234065
0.37 0.925 0.739541124565634
0.375 0.925 0.740574069733726
0.38 0.925 0.741662374579657
0.385 0.925 0.742804854431216
0.39 0.925 0.744000349023466
0.395 0.925 0.745247720347948
0.4 0.925 0.74654585040255
0.405 0.925 0.747893638809644
0.41 0.925 0.749290000264109
0.415 0.925 0.750733861765281
0.42 0.925 0.752224159577002
0.425 0.925 0.753759835847475
0.43 0.925 0.755339834804433
0.435 0.925 0.756963098420263
0.44 0.925 0.75862856141454
0.445 0.925 0.760335145425818
0.45 0.925 0.762081752137505
0.455 0.925 0.763867255080048
0.46 0.925 0.765690489747536
0.465 0.925 0.767550241552717
0.47 0.925 0.769445230987876
0.475 0.925 0.77137409514191
0.48 0.925 0.773335364418916
0.485 0.925 0.775327432869494
0.49 0.925 0.777348519918833
0.495 0.925 0.779396620355458
0.5 0.925 0.781469438070594
0.005 0.93 0.300814817811862
0.01 0.93 0.590902231738072
0.015 0.93 0.675217310711387
0.02 0.93 0.718224391239445
0.025 0.93 0.744899096627845
0.03 0.93 0.763104417958271
0.035 0.93 0.776217829409838
0.04 0.93 0.785963925965829
0.045 0.93 0.793327122794078
0.05 0.93 0.79891493341549
0.055 0.93 0.803124601870729
0.06 0.93 0.806227822599696
0.065 0.93 0.80841735179216
0.07 0.93 0.809834330756821
0.075 0.93 0.81058517822218
0.08 0.93 0.810752531386756
0.085 0.93 0.810402636262303
0.09 0.93 0.809590533018852
0.095 0.93 0.808363815047466
0.1 0.93 0.806765419069183
0.105 0.93 0.804835712421972
0.11 0.93 0.802614025685354
0.115 0.93 0.800139705722744
0.12 0.93 0.797452722365207
0.125 0.93 0.794593845028788
0.13 0.93 0.791604410148195
0.135 0.93 0.788525722743846
0.14 0.93 0.785398169610354
0.145 0.93 0.782260158219899
0.15 0.93 0.779147023053218
0.155 0.93 0.776090049046476
0.16 0.93 0.773115744005604
0.165 0.93 0.770245449371714
0.17 0.93 0.767495320484373
0.175 0.93 0.764876647280749
0.18 0.93 0.762396438141497
0.185 0.93 0.760058162805197
0.19 0.93 0.757862547360324
0.195 0.93 0.755808331096206
0.2 0.93 0.753892923246255
0.205 0.93 0.752112928499504
0.21 0.93 0.750464536656188
0.215 0.93 0.748943790218449
0.22 0.93 0.74754675337745
0.225 0.93 0.746269608262295
0.23 0.93 0.745108701900019
0.235 0.93 0.744060562545988
0.24 0.93 0.743121898759347
0.245 0.93 0.742289589950478
0.25 0.93 0.741560673589701
0.255 0.93 0.740932331862627
0.26 0.93 0.740401879081469
0.265 0.93 0.739966750341304
0.27 0.93 0.739624491502056
0.275 0.93 0.739372750401355
0.28 0.93 0.739209269145945
0.285 0.93 0.739131877324658
0.29 0.93 0.739138486001251
0.295 0.93 0.739227082365612
0.3 0.93 0.739395724941229
0.305 0.93 0.739642539263542
0.31 0.93 0.73996571395777
0.315 0.93 0.740363497156205
0.32 0.93 0.7408341932043
0.325 0.93 0.741376159612456
0.33 0.93 0.741987804216578
0.335 0.93 0.742667582515395
0.34 0.93 0.743413995156513
0.345 0.93 0.744225585546266
0.35 0.93 0.745100937560806
0.355 0.93 0.746038673337551
0.36 0.93 0.747037451127281
0.365 0.93 0.748095963187669
0.37 0.93 0.74921293369907
0.375 0.93 0.750387116682814
0.38 0.93 0.751617293901053
0.385 0.93 0.75290227271542
0.39 0.93 0.75424088387903
0.395 0.93 0.7556319792329
0.4 0.93 0.757074429273109
0.405 0.93 0.758567120548946
0.41 0.93 0.760108952844463
0.415 0.93 0.761698836085729
0.42 0.93 0.763335686903043
0.425 0.93 0.765018424760567
0.43 0.93 0.766745967543929
0.435 0.93 0.768517226467841
0.44 0.93 0.770331100128188
0.445 0.93 0.77218646747327
0.45 0.93 0.774082179402328
0.455 0.93 0.776017048609698
0.46 0.93 0.777989837170483
0.465 0.93 0.779999241194963
0.47 0.93 0.782043871643686
0.475 0.93 0.784122230062857
0.48 0.93 0.786232677523704
0.485 0.93 0.788373394357459
0.49 0.93 0.790542327254739
0.495 0.93 0.792737118758876
0.5 0.93 0.794955011820267
0.005 0.935 0.330927330563197
0.01 0.935 0.597402612898477
0.015 0.935 0.67736322710707
0.02 0.935 0.718890186723836
0.025 0.935 0.744917955152372
0.03 0.935 0.762815795522616
0.035 0.935 0.77579016766047
0.04 0.935 0.785493226425453
0.045 0.935 0.7928744035988
0.05 0.935 0.79852270432573
0.055 0.935 0.802824914561678
0.06 0.935 0.806046517570077
0.065 0.935 0.808376417903661
0.07 0.935 0.809953247557796
0.075 0.935 0.81088166538186
0.08 0.935 0.811242924433119
0.085 0.935 0.81110200813237
0.09 0.935 0.810512631398514
0.095 0.935 0.809520861908458
0.1 0.935 0.808167809909141
0.105 0.935 0.806491652655117
0.11 0.935 0.804529146739384
0.115 0.935 0.802316710536853
0.12 0.935 0.799891115834945
0.125 0.935 0.797289805910216
0.13 0.935 0.794550853645301
0.135 0.935 0.791712585316091
0.14 0.935 0.788812919746849
0.145 0.935 0.785888502630389
0.15 0.935 0.782973743686103
0.155 0.935 0.780099880954504
0.16 0.935 0.777294194685311
0.165 0.935 0.774579470264449
0.17 0.935 0.771973768777853
0.175 0.935 0.76949051386663
0.18 0.935 0.767138855872821
0.185 0.935 0.764924239160144
0.19 0.935 0.762849081885887
0.195 0.935 0.760913479791192
0.2 0.935 0.759115862415876
0.205 0.935 0.75745355466559
0.21 0.935 0.755923221978408
0.215 0.935 0.754521198367828
0.22 0.935 0.753243710812809
0.225 0.935 0.75208702060212
0.23 0.935 0.751047503653573
0.235 0.935 0.750121689513593
0.24 0.935 0.749306274637572
0.245 0.935 0.748598121127233
0.25 0.935 0.747994248236994
0.255 0.935 0.747491821020277
0.26 0.935 0.747088138480869
0.265 0.935 0.746780622354498
0.27 0.935 0.746566806950362
0.275 0.935 0.746444330131875
0.28 0.935 0.746410925362291
0.285 0.935 0.74646441468857
0.29 0.935 0.746602702530638
0.295 0.935 0.746823770154899
0.3 0.935 0.74712567072734
0.305 0.935 0.747506524857653
0.31 0.935 0.747964516559859
0.315 0.935 0.748497889566637
0.32 0.935 0.749104943944158
0.325 0.935 0.749784032962116
0.33 0.935 0.750533560179962
0.335 0.935 0.751351976715452
0.34 0.935 0.752237778665698
0.345 0.935 0.753189504654037
0.35 0.935 0.754205733478409
0.355 0.935 0.755285081838595
0.36 0.935 0.756426202120656
0.365 0.935 0.757627780217285
0.37 0.935 0.75888853336254
0.375 0.935 0.760207207958461
0.38 0.935 0.761582577369442
0.385 0.935 0.763013439657731
0.39 0.935 0.764498615229962
0.395 0.935 0.766036944359982
0.4 0.935 0.767627284547125
0.405 0.935 0.769268507661152
0.41 0.935 0.770959496814773
0.415 0.935 0.772699142891349
0.42 0.935 0.77448634063806
0.425 0.935 0.776319984212292
0.43 0.935 0.778198962039361
0.435 0.935 0.780122150800728
0.44 0.935 0.782088408319823
0.445 0.935 0.784096565042919
0.45 0.935 0.786145413718005
0.455 0.935 0.788233696745254
0.46 0.935 0.790360090493608
0.465 0.935 0.792523185627019
0.47 0.935 0.794721462127459
0.475 0.935 0.796953257188384
0.48 0.935 0.799216723401096
0.485 0.935 0.801509773538382
0.49 0.935 0.803830006544674
0.495 0.935 0.80617460671843
0.5 0.935 0.808540203919397
0.005 0.94 0.360763817722031
0.01 0.94 0.603422606499921
0.015 0.94 0.679172988486956
0.02 0.94 0.719261807240548
0.025 0.94 0.744662055575505
0.03 0.94 0.762264143580328
0.035 0.94 0.775107890313496
0.04 0.94 0.784774626828497
0.045 0.94 0.79217948683169
0.05 0.94 0.797893284866359
0.055 0.94 0.802292506340527
0.06 0.94 0.805636507787488
0.065 0.94 0.808110394910546
0.07 0.94 0.809850334114539
0.075 0.94 0.81095927342636
0.08 0.94 0.811517146743612
0.085 0.94 0.811587764231051
0.09 0.94 0.811223635737674
0.095 0.94 0.81046945815897
0.1 0.94 0.80936470501703
0.105 0.94 0.807945582687055
0.11 0.94 0.8062465101055
0.115 0.94 0.804301210379445
0.12 0.94 0.802143459580776
0.125 0.94 0.799807513287582
0.13 0.94 0.797328221870946
0.135 0.94 0.794740849235115
0.14 0.94 0.792080624548593
0.145 0.94 0.789382078880604
0.15 0.94 0.786678243145896
0.155 0.94 0.783999803563703
0.16 0.94 0.781374319272333
0.165 0.94 0.77882559928768
0.17 0.94 0.776373312087723
0.175 0.94 0.774032864786796
0.18 0.94 0.771815547786174
0.185 0.94 0.769728903846319
0.19 0.94 0.767777255063107
0.195 0.94 0.765962310962085
0.2 0.94 0.764283785334181
0.205 0.94 0.762739964645236
0.21 0.94 0.761328191374261
0.215 0.94 0.760045246200074
0.22 0.94 0.75888762977367
0.225 0.94 0.75785175605446
0.23 0.94 0.756934074777516
0.235 0.94 0.756131141645198
0.24 0.94 0.755439652881344
0.245 0.94 0.754856457383883
0.25 0.94 0.754378556035569
0.255 0.94 0.754003094496386
0.26 0.94 0.753727353311036
0.265 0.94 0.753548737443911
0.27 0.94 0.753464766273228
0.275 0.94 0.753473064458475
0.28 0.94 0.753571353776648
0.285 0.94 0.753757445878352
0.29 0.94 0.754029235862009
0.295 0.94 0.75438469655478
0.3 0.94 0.754821873396509
0.305 0.94 0.75533887983602
0.31 0.94 0.755933893162357
0.315 0.94 0.756605150705256
0.32 0.94 0.75735094634903
0.325 0.94 0.758169627312101
0.33 0.94 0.759059591150995
0.335 0.94 0.760019282952865
0.34 0.94 0.761047192684775
0.345 0.94 0.762141852671147
0.35 0.94 0.763301835173154
0.355 0.94 0.764525750045395
0.36 0.94 0.76581224244608
0.365 0.94 0.767159990577036
0.37 0.94 0.768567703429334
0.375 0.94 0.770034118508896
0.38 0.94 0.771557999514219
0.385 0.94 0.773138133935071
0.39 0.94 0.774773330536513
0.395 0.94 0.776462416686595
0.4 0.94 0.778204235478172
0.405 0.94 0.779997642584978
0.41 0.94 0.781841502778687
0.415 0.94 0.78373468601615
0.42 0.94 0.785676062983068
0.425 0.94 0.787664499950222
0.43 0.94 0.789698852758309
0.435 0.94 0.791777959694128
0.44 0.94 0.793900632948822
0.445 0.94 0.796065648251108
0.45 0.94 0.798271732133852
0.455 0.94 0.800517546105282
0.46 0.94 0.802801666732754
0.465 0.94 0.805122560271009
0.47 0.94 0.807478549922334
0.475 0.94 0.809867773014501
0.48 0.94 0.812288124181743
0.485 0.94 0.814737178800561
0.49 0.94 0.81721208807224
0.495 0.94 0.819709432576844
0.5 0.94 0.822225013636446
0.005 0.945 0.389920850679302
0.01 0.945 0.608979457542856
0.015 0.945 0.680639637226983
0.02 0.945 0.719321146063229
0.025 0.945 0.744107115788521
0.03 0.945 0.761421582589329
0.035 0.945 0.774140990406083
0.04 0.945 0.783776894935748
0.045 0.945 0.791210502533614
0.05 0.945 0.79699456894909
0.055 0.945 0.801495320440641
0.06 0.945 0.804965995061458
0.065 0.945 0.80758789997012
0.07 0.945 0.80949474157643
0.075 0.945 0.810787776684665
0.08 0.945 0.811545660647765
0.085 0.945 0.81183109819642
0.09 0.945 0.811695494410683
0.095 0.945 0.811182311801566
0.1 0.945 0.810329560413718
0.105 0.945 0.809171682209572
0.11 0.945 0.80774098855536
0.115 0.945 0.806068744198829
0.12 0.945 0.804185948921926
0.125 0.945 0.802123841979946
0.13 0.945 0.799914141032293
0.135 0.945 0.797589024790647
0.14 0.945 0.79518087570432
0.145 0.945 0.792721813687833
0.15 0.945 0.79024307093238
0.155 0.945 0.787774276666222
0.16 0.945 0.785342734078401
0.165 0.945 0.782972774786763
0.17 0.945 0.780685266551041
0.175 0.945 0.77849732790382
0.18 0.945 0.776422272840332
0.185 0.945 0.774469775872073
0.19 0.945 0.772646219321898
0.195 0.945 0.770955165955791
0.2 0.945 0.769397893307106
0.205 0.945 0.767973930621364
0.21 0.945 0.766681552098591
0.215 0.945 0.765518196799191
0.22 0.945 0.764480802185859
0.225 0.945 0.763566051900633
0.23 0.945 0.762770547597022
0.235 0.945 0.762090919367146
0.24 0.945 0.761523890331816
0.245 0.945 0.761066309513347
0.25 0.945 0.760715164397947
0.255 0.945 0.760467581571887
0.26 0.945 0.760320821089164
0.265 0.945 0.760272268081292
0.27 0.945 0.760319423599901
0.275 0.945 0.760459895703683
0.28 0.945 0.760691391225355
0.285 0.945 0.761011708346733
0.29 0.945 0.761418729963819
0.295 0.945 0.761910417765439
0.3 0.945 0.762484806933728
0.305 0.945 0.763140001377953
0.31 0.945 0.763874169422776
0.315 0.945 0.764685539882697
0.32 0.945 0.76557239846413
0.325 0.945 0.766533084444783
0.33 0.945 0.767565987586795
0.335 0.945 0.768669545245453
0.34 0.945 0.769842239639601
0.345 0.945 0.771082595253073
0.35 0.945 0.772389176338803
0.355 0.945 0.773760584498777
0.36 0.945 0.775195456313616
0.365 0.945 0.77669246099552
0.37 0.945 0.778250298037251
0.375 0.945 0.779867694827977
0.38 0.945 0.781543404203803
0.385 0.945 0.783276201896562
0.39 0.945 0.785064883838695
0.395 0.945 0.786908263274338
0.4 0.945 0.788805167616585
0.405 0.945 0.790754434977634
0.41 0.945 0.792754910281026
0.415 0.945 0.79480544084232
0.42 0.945 0.796904871274187
0.425 0.945 0.799052037531637
0.43 0.945 0.801245759859087
0.435 0.945 0.803484834327928
0.44 0.945 0.8057680225536
0.445 0.945 0.808094039043589
0.45 0.945 0.810461535435655
0.455 0.945 0.812869080613961
0.46 0.945 0.815315135301131
0.465 0.945 0.817798019157112
0.47 0.945 0.820315867576122
0.475 0.945 0.822866574107706
0.48 0.945 0.825447712482656
0.485 0.945 0.828056429167731
0.49 0.945 0.830689292451015
0.495 0.945 0.833342075916097
0.5 0.945 0.836009440271361
0.005 0.95 0.418091671574662
0.01 0.95 0.614099928846436
0.015 0.95 0.681759657380647
0.02 0.95 0.719048504328943
0.025 0.95 0.743224377058543
0.03 0.95 0.760254033482087
0.035 0.95 0.772852181096574
0.04 0.95 0.782460822387478
0.045 0.95 0.789927153976339
0.05 0.95 0.795785738751266
0.055 0.95 0.8003924200775
0.06 0.95 0.803994218009779
0.065 0.95 0.806768567815151
0.07 0.95 0.808846668725627
0.075 0.95 0.810328066067544
0.08 0.95 0.811290145360066
0.085 0.95 0.81179454661919
0.09 0.95 0.811891646277782
0.095 0.95 0.811623786781887
0.1 0.95 0.811027668176562
0.105 0.95 0.810136158294234
0.11 0.95 0.808979680768277
0.115 0.95 0.807587277824439
0.12 0.95 0.805987404133081
0.125 0.95 0.804208481734439
0.13 0.95 0.802279230482421
0.135 0.95 0.80022878177021
0.14 0.95 0.798086584462219
0.145 0.95 0.79588211987516
0.15 0.95 0.793644455582322
0.155 0.95 0.791401683044351
0.16 0.95 0.789180298010509
0.165 0.95 0.787004591406835
0.17 0.95 0.784896118810155
0.175 0.95 0.782873307060917
0.18 0.95 0.780951237922407
0.185 0.95 0.779141624132931
0.19 0.95 0.777452967461278
0.195 0.95 0.775890866420812
0.2 0.95 0.774458426914584
0.205 0.95 0.773156723974234
0.21 0.95 0.771985266348749
0.215 0.95 0.770942425668689
0.22 0.95 0.77002580509129
0.225 0.95 0.769232535659212
0.23 0.95 0.768559499798645
0.235 0.95 0.768003489229982
0.24 0.95 0.767561308864903
0.245 0.95 0.767229839542054
0.25 0.95 0.767006071602195
0.255 0.95 0.766887119268114
0.26 0.95 0.766870223361907
0.265 0.95 0.766952747596424
0.27 0.95 0.767132171799649
0.275 0.95 0.767406084052212
0.28 0.95 0.767772172796846
0.285 0.95 0.768228219414841
0.29 0.95 0.768772091449452
0.295 0.95 0.769401736497395
0.3 0.95 0.770115176719845
0.305 0.95 0.77091050390074
0.31 0.95 0.771785874977754
0.315 0.95 0.772739507977162
0.32 0.95 0.77376967829192
0.325 0.95 0.774874715250115
0.33 0.95 0.776052998927706
0.335 0.95 0.777302957165016
0.34 0.95 0.778623062750776
0.345 0.95 0.780011830740782
0.35 0.95 0.781467815880536
0.355 0.95 0.782989610102594
0.36 0.95 0.784575840069814
0.365 0.95 0.78622516473525
0.37 0.95 0.787936272887996
0.375 0.95 0.78970788065172
0.38 0.95 0.791538728898828
0.385 0.95 0.793427580537748
0.39 0.95 0.79537321762357
0.395 0.95 0.797374438232448
0.4 0.95 0.799430053027299
0.405 0.95 0.801538881425262
0.41 0.95 0.803699747254851
0.415 0.95 0.805911473760865
0.42 0.95 0.808172877775169
0.425 0.95 0.810482762817837
0.43 0.95 0.812839910820313
0.435 0.95 0.815243072062501
0.44 0.95 0.817690952777519
0.445 0.95 0.820182199684231
0.45 0.95 0.822715380432603
0.455 0.95 0.825288958550855
0.46 0.95 0.827901260903917
0.465 0.95 0.830550434810503
0.47 0.95 0.833234390659381
0.475 0.95 0.835950723843752
0.48 0.95 0.838696606633612
0.485 0.95 0.841468635415122
0.49 0.95 0.844262610062786
0.495 0.95 0.847073207287208
0.5 0.95 0.84989348315386
0.005 0.955 0.44505264849739
0.01 0.955 0.618829932787826
0.015 0.955 0.682535826983464
0.02 0.955 0.718422643036666
0.025 0.955 0.741979277907535
0.03 0.955 0.758719084733562
0.035 0.955 0.771194246720068
0.04 0.955 0.780776230628369
0.045 0.955 0.788277488247612
0.05 0.955 0.794213874954225
0.055 0.955 0.798930491932803
0.06 0.955 0.802667888450361
0.065 0.955 0.805599450236188
0.07 0.955 0.807853748045815
0.075 0.955 0.809528540358994
0.08 0.955 0.810699908509914
0.085 0.955 0.811428433077088
0.09 0.955 0.811763507373714
0.095 0.955 0.811746440844757
0.1 0.955 0.811412752713996
0.105 0.955 0.810793906363041
0.11 0.955 0.809918642497133
0.115 0.955 0.808814010111924
0.12 0.955 0.807506155510901
0.125 0.955 0.806020903949224
0.13 0.955 0.80438415203666
0.135 0.955 0.802622079838109
0.14 0.955 0.800761188653223
0.145 0.955 0.798828173045959
0.15 0.955 0.796849642954876
0.155 0.955 0.794851722227473
0.16 0.955 0.792859561578999
0.165 0.955 0.790896814120571
0.17 0.955 0.788985127474601
0.175 0.955 0.787143705905528
0.18 0.955 0.785388987898013
0.185 0.955 0.78373446994592
0.19 0.955 0.782190688340261
0.195 0.955 0.780765350902208
0.2 0.955 0.779463593498257
0.205 0.955 0.778288324611982
0.21 0.955 0.777240616600381
0.215 0.955 0.776320104288025
0.22 0.955 0.775525358693287
0.225 0.955 0.7748542136762
0.23 0.955 0.774304033841007
0.235 0.955 0.7738719212847
0.24 0.955 0.773554865659765
0.245 0.955 0.773349846173569
0.25 0.955 0.773253895828521
0.255 0.955 0.773264138016791
0.26 0.955 0.773377804232637
0.265 0.955 0.773592239799581
0.27 0.955 0.773904902608315
0.275 0.955 0.774313358212623
0.28 0.955 0.774815273356249
0.285 0.955 0.775408409108156
0.29 0.955 0.776090614206602
0.295 0.955 0.776859818871248
0.3 0.955 0.777714029158395
0.305 0.955 0.778651321845506
0.31 0.955 0.779669839794716
0.315 0.955 0.780767787734717
0.32 0.955 0.781943428401574
0.325 0.955 0.783195078984157
0.33 0.955 0.784521107825903
0.335 0.955 0.785919931339853
0.34 0.955 0.787390011098379
0.345 0.955 0.788929851062174
0.35 0.955 0.790537994915433
0.355 0.955 0.792213023475295
0.36 0.955 0.79395355214392
0.365 0.955 0.795758228370679
0.37 0.955 0.79762572909003
0.375 0.955 0.799554758097315
0.38 0.955 0.801544043319885
0.385 0.955 0.80359233393421
0.39 0.955 0.80569839727042
0.395 0.955 0.807861015433496
0.4 0.955 0.81007898155399
0.405 0.955 0.812351095559446
0.41 0.955 0.814676159328819
0.415 0.955 0.817052971053387
0.42 0.955 0.819480318575381
0.425 0.955 0.821956971404336
0.43 0.955 0.824481671013311
0.435 0.955 0.82705311888109
0.44 0.955 0.829669961555108
0.445 0.955 0.832330771737139
0.45 0.955 0.835034023999241
0.455 0.955 0.837778063157905
0.46 0.955 0.840561062467802
0.465 0.955 0.843380967476242
0.47 0.955 0.846235419325037
0.475 0.955 0.849121648014693
0.48 0.955 0.852036320798718
0.485 0.955 0.854975321880045
0.49 0.955 0.857933423943792
0.495 0.955 0.860903783845702
0.5 0.955 0.863877141641845
0.005 0.96 0.470613659134196
0.01 0.96 0.623245473848873
0.015 0.96 0.682980043441944
0.02 0.96 0.717420330791918
0.025 0.96 0.740329209828556
0.03 0.96 0.756762619318073
0.035 0.96 0.769105913720383
0.04 0.96 0.778657319676296
0.045 0.96 0.786192879717901
0.05 0.96 0.792208685284905
0.055 0.96 0.797038400378482
0.06 0.96 0.800915631960798
0.065 0.96 0.804009389749656
0.07 0.96 0.806445389312474
0.075 0.96 0.808319449205433
0.08 0.96 0.809706252478925
0.085 0.96 0.810665277526749
0.09 0.96 0.811244939758493
0.095 0.96 0.811485567655994
0.1 0.96 0.811421597929908
0.105 0.96 0.811083232557561
0.11 0.96 0.810497713012207
0.115 0.96 0.8096903112153
0.12 0.96 0.808685100090148
0.125 0.96 0.807505542027594
0.13 0.96 0.806174917163161
0.135 0.96 0.804716602981732
0.14 0.96 0.803154211303046
0.145 0.96 0.801511587561327
0.15 0.96 0.799812679996759
0.155 0.96 0.798081292263535
0.16 0.96 0.796340740975387
0.165 0.96 0.794613448338838
0.17 0.96 0.792920507404549
0.175 0.96 0.791281261691851
0.18 0.96 0.789712940499968
0.185 0.96 0.788230385438149
0.19 0.96 0.786845893035836
0.195 0.96 0.785569184299547
0.2 0.96 0.784407497113679
0.205 0.96 0.783365783989838
0.21 0.96 0.782446987977879
0.215 0.96 0.781652364773952
0.22 0.96 0.780981819306907
0.225 0.96 0.7804342294853
0.23 0.96 0.780007736851079
0.235 0.96 0.779699991938884
0.24 0.96 0.77950834971624
0.245 0.96 0.779430016568863
0.25 0.96 0.779462154419876
0.255 0.96 0.779601949729217
0.26 0.96 0.779846655637197
0.265 0.96 0.780193614884344
0.27 0.96 0.780640269864849
0.275 0.96 0.78118416467735
0.28 0.96 0.78182294261892
0.285 0.96 0.782554341388505
0.29 0.96 0.783376187379104
0.295 0.96 0.784286389827404
0.3 0.96 0.785282935202567
0.305 0.96 0.786363881990273
0.31 0.96 0.787527355908118
0.315 0.96 0.788771545531483
0.32 0.96 0.790094698286302
0.325 0.96 0.791495116759176
0.33 0.96 0.792971155276577
0.335 0.96 0.794521216708363
0.34 0.96 0.796143749454663
0.345 0.96 0.79783724457823
0.35 0.96 0.799600233046523
0.355 0.96 0.801431283048833
0.36 0.96 0.803328997353754
0.365 0.96 0.805292010671045
0.37 0.96 0.807318986979375
0.375 0.96 0.809408616777313
0.38 0.96 0.811559614208928
0.385 0.96 0.813770714007005
0.39 0.96 0.816040668185549
0.395 0.96 0.81836824239802
0.4 0.96 0.820752211857313
0.405 0.96 0.823191356686175
0.41 0.96 0.825684456529916
0.415 0.96 0.828230284213413
0.42 0.96 0.830827598156278
0.425 0.96 0.833475133166135
0.43 0.96 0.83617158909895
0.435 0.96 0.838915616690508
0.44 0.96 0.84170579959868
0.445 0.96 0.844540631312251
0.45 0.96 0.84741848501577
0.455 0.96 0.850337573649554
0.46 0.96 0.853295896102087
0.465 0.96 0.856291163435533
0.47 0.96 0.859320695782785
0.475 0.96 0.862381275187665
0.48 0.96 0.865468930564225
0.485 0.96 0.868578615006914
0.49 0.96 0.871703706638737
0.495 0.96 0.874835208879041
0.5 0.96 0.877960415119894
0.005 0.965 0.494514538561823
0.01 0.965 0.627459054577241
0.015 0.965 0.683115321909739
0.02 0.965 0.716014929574133
0.025 0.965 0.738219714991077
0.03 0.965 0.75431334663065
0.035 0.965 0.766505205867968
0.04 0.965 0.776015182080263
0.045 0.965 0.783579939274338
0.05 0.965 0.789673980848982
0.055 0.965 0.794618359204196
0.06 0.965 0.798638953145248
0.065 0.965 0.801899855078046
0.07 0.965 0.804523546280476
0.075 0.965 0.80660364029315
0.08 0.965 0.808213242426983
0.085 0.965 0.809410618619687
0.09 0.965 0.810243156125923
0.095 0.965 0.810750207385441
0.1 0.965 0.810965184008604
0.105 0.965 0.810917134179168
0.11 0.965 0.810631954399449
0.115 0.965 0.810133334052194
0.12 0.965 0.809443496834754
0.125 0.965 0.80858377996223
0.13 0.965 0.807575076248465
0.135 0.965 0.806438153546154
0.14 0.965 0.805193859343845
0.145 0.965 0.803863214930915
0.15 0.965 0.802467403082132
0.155 0.965 0.801027655358931
0.16 0.965 0.799565049422912
0.165 0.965 0.798100232501235
0.17 0.965 0.796653093332338
0.175 0.965 0.79524241032475
0.18 0.965 0.793885507006661
0.185 0.965 0.792597946071668
0.19 0.965 0.791393289876593
0.195 0.965 0.790282948258648
0.2 0.965 0.789276124889826
0.205 0.965 0.788379862536468
0.21 0.965 0.787599177260783
0.215 0.965 0.786937263369012
0.22 0.965 0.786395745870109
0.225 0.965 0.785974955761891
0.23 0.965 0.785674205312599
0.235 0.965 0.785492044821934
0.24 0.965 0.785426488018183
0.245 0.965 0.785475199166015
0.25 0.965 0.785635640224006
0.255 0.965 0.785905180434076
0.26 0.965 0.786281173328061
0.265 0.965 0.786761007372912
0.27 0.965 0.787342136611749
0.275 0.965 0.788022097044962
0.28 0.965 0.788798513481501
0.285 0.965 0.78966910046
0.29 0.965 0.790631659786953
0.295 0.965 0.791684076370068
0.3 0.965 0.792824313372269
0.305 0.965 0.794050407261059
0.31 0.965 0.795360463040583
0.315 0.965 0.796752649784606
0.32 0.965 0.798225196497516
0.325 0.965 0.79977638828633
0.33 0.965 0.80140456280825
0.335 0.965 0.803108106952714
0.34 0.965 0.80488545371667
0.345 0.965 0.806735079233308
0.35 0.965 0.808655499916018
0.355 0.965 0.810645269680069
0.36 0.965 0.812702977204148
0.365 0.965 0.814827243192245
0.37 0.965 0.817016717593106
0.375 0.965 0.819270076729531
0.38 0.965 0.821586020282426
0.385 0.965 0.823963268064451
0.39 0.965 0.826400556504307
0.395 0.965 0.828896634743997
0.4 0.965 0.831450260226275
0.405 0.965 0.834060193615374
